Gujrati,marathi
ફ્લાઇટવેર તરફથી ડેટા.,फ्लाइटवेअरकडील डेटा.
આ આવતા શનિવારે ફરીથી ત્યાં જવાનો પ્રયત્ન કરીશ. હવામાન અત્યારે સારું નથી લાગતું પરંતુ હજુ તો આજ સોમવાર થયો છે.,"या शनिवारी पुन्हा तिकडे बाहेर जाऊन प्रयत्न करणार आहे. आत्ता हवा फारशी चांगली दिसत नाही, पण आज तर फक्त सोमवार आहे."
આમાં તો પડકારો પહેલાંથી જે દેખાવા લાગ્યા છે. કેટલીક દવાઓ પર FAAના વલણને લીધે મને મેડિકલ ક્લિયરન્સ પ્રાપ્ત કરવામાં ખૂબ મુશ્કેલી પડશે એવું લાગે છે.,म्हणजे यातील आव्हाने आताच तोंड वर करू लागली आहेत. काही विशिष्ट औषधांबद्दलच्या एफएए च्या भूमिकेमुळे मला वैद्यकीय परवानगी मिळायला प्रचंड अडचणी येणार असे दिसते.
"અશક્ય નથી, પણ તેમાં ખૂબ લાંબો સમય લાગશે અને ઘણું બધું વધારાનું કામ કરવાની જરૂર પડશે.","अशक्य आहे असे नाही, पण त्याला खूप दीर्घ काळ आणि खूपच जादा काम करावे लागणार आहे."
"નિરાશાજનક હોવા છતાં, આ ઉકેલી શકાય તેવી બીજી સમસ્યા છે અને તે હજી સુધી તો ઉકેલી શકાય તેવી *લાગે છે*. બસ વધુ સમય અને $$ ખર્ચ કરવા પડશે.","जरी निरुत्साही करणारी असली, तरी ही आणखी एक समस्या आहे जी सोडवावी लगेल, आणि अजून तरी ती सोडवण्यासारखी ’दिसते खरी’. वेळ आणि $ चा एक खूप मोठा खर्च."
જો તમે મારી સામે આવતા પડકારોમાં રુચિ ધરાવો છો.,माझ्यासमोर असलेल्या आव्हानामध्ये तुम्हाला स्वारस्य असेल तर.
FAAને ADHD સાથે કોઈ વાંધો છે. જો તમે એની દવા લેતા હો તો તમને મેડિકલ સર્ટિફિકેટ બિલકુલ નહીં મળે.,एफएए ला एडीएचडी मुळीच आवडत नाही. तुम्ही जर त्यावर औषधे घेत असाल तर तुम्हाला वैद्यकीय प्रमाणपत्र नक्कीच घेऊ देणार नाही.
https://youtu.be/W5JSfq6LLAU?si=xIxPaY8ayqqNSj4c,https://youtu.be/W5JSfq6LLAU?si=xIxPaY8ayqqNSj4c
"જો મને ક્યારેય કોઈ વિમાન માટે કસ્ટમ ટેલનો નંબર મેળવવાની તક મળે, તો તમે જાણો છો કે N1337_ આવું કંઈક હોવું જોઈએ, જેમાં _ ઉપલબ્ધ હોય તેવું અંતિમ મૂળાક્ષર વર્ણ છે.","मला जर कधी एखाद्या विमानासाठी कस्टम टेल नंबर घेण्याची संधी मिळालीच, तर तुम्हाला माहीत असते की हे N1337_चेच एखादे रूप असणार, आणि _म्हणजे जे कुठले शेवटचे अक्षर उपलब्ध असेल ते."
"જ્યારે હું નહીં હોઉં ત્યારે જ સૂરજ દેખાશે, એ તો નક્કી જ હતું, હાહા. શું નસીબ છે!","मी बाहेर असताना अर्थातच सूर्य असेल, हाहा. काय हे."
મારે ફરીથી હવામાં ઉડવું છે. અને હવામાન યોગ્ય નથી.,मला आता परत हवेत जाणे आवश्यक आहे. आणि हवाही बरोबर नाही.
General Aviationમાં તમારું સ્વાગત છે 😜,जनरल एव्हिएशनमध्ये तुमचे स्वागत आहे 😜
મને લાગે છે કે YouTube પર જે જાહેરાતો અને વીડિયો મને દેખાડવામાં આવે છે અને જે કોમેન્ટ હું વાંચું છું એના પરથી એવું લાગે છે કે એવિએશનમાં થોડું રૂઢિચુસ્ત વલણ જોવા મળે છે.,"मी ज्या जाहिराती बघाव्या असे यूट्यूबने ठरवले आहे, मला जे व्हिडिओ बघायची शिफारस यूट्यूब करत आहे, आणि जे अभिप्राय मला दिसत आहेत, त्यावरून मला असे वाटत आहे की एव्हिएशन फारच जपून माग ठेवते."
"જો હવામાન સારું રહે, તો હું શનિવારે ફરીથી ઉડાન ભરીશ.","हवा ठीक असेल, तर मी शनिवारी पुन्हा उड्डाण करेन."
"ઉપરાંત, મને એક ગુલાબી લૉગબુક મળી.",शिवाय मला एक गुलाबी लॉगबुक मिळाले आहे.
શનિવારની શુભ સવાર. મેં આજે આ કર્યું ^_^,शनिवारची सुप्रभात. मी आज हे केले ‍^_‍^
#TeaganAir,#टीगनएअर
તે આધિકારિક લૉગ બુક છે. મારી પાસે 2.3 કલાકનો સમય છે ^_^,लॉगबुक अधिकृत झाले आहे. मला 2.3 तास ^_^ आहेत.
#TeaganAir,#टीगनएअर
"જો તમે મને પૂછો કે નાનું પ્લેન ઉડાડવાનો અનુભવ કેવો હોય છે, તો હું કહીશ કે એ હવામાં 4000 ફૂટની ઊંચાઈ પર મોટરસાઇકલ/AVT અને હોડી ચલાવવા જેવું લાગે છે.","एखादे छोटे विमान हवेत उडवणे कसे असते, असे जर तुम्ही मला विचारले, तर मी म्हणेन की एक मोटरसायकल/एटीव्ही आणि एक बोट एकत्र करून हवेत 4000 फुटांवर उडवण्यासारखे आहे."
"જમીન પર વસ્તુ ખૂબ ઝડપથી અને ખૂબ ઝડપી થઈ જાય છે. જમીન પર અસ્થિરતાનું એક નિશ્ચિત સ્તર છે, તેથી મોટરસાઇકલ/atv.","जमिनीवर गोष्टी झपाट्याने घडतात. जमिनीवर एक अस्थिरपणाचा डोंगर असतो, म्हणून मी मोटरसायकल/एटीव्ही म्हणतो."
"અને તમને ખબર ન હોય તો, પ્લેનને જમીન પર પગથી ચલાવવામાં આવે છે, યોકથી નહીં. રડર પેડલ અને બ્રેકથી. એ કોઈ ગાડી નથી.","तसेच, तुम्हाला माहीत नसेल तर सांगतो, की जमिनीवर तुम्ही विमान तुमच्या पायांनी इकडेतिकडे नेता, कंट्रोल योकने नव्हे. रडर पेडल्स आणि ब्रेक्स. ती काही कार नसते."
"હવામાં તે ઉછળતું અને તરતું હોય છે અને એવું લાગે છે જાણે તમે પાણી પર નાવમાં છો. તમે નિયંત્રણમાં છો, પરંતુ ક્યારેક-ક્યારેક એક લહેર તમને થોડું હલાવી દે છે, તેથી તમારે હવામાં રહેવા સિવાય પોતાના સમુદ્રી પગને મજબૂત કરવાની જરૂર છે.","हवेत सारखे गचके बसतात आणि आपण तरंगत असतो आणि असे वाटते की तुम्ही पाण्यावर एका होडीत आहात. तुमचे नियंत्रण असते, पण कधी कधी एखादी लाट तुमच्याशी जरा धक्काबुक्की करते, त्यामुळे तुमचे पाय समुद्रात जसे असावे लागतात तसे असणे आवश्यक आहे, फक्त इथे तुम्ही हवेत असता."
"અરે, એક બીજી વાત:","ओह, आणखी एक असेच सहज सुचलेले सांगतो."
ઉડાનમાં શારીરિક શક્તિની જરૂર પડે છે. આજે મારા પીઠ અને પગમાં એટલી પીડા થાય છે કે જાણે જિમમાં વર્કઆઉટ કર્યું હોય.,"विमान हवेत उडवण्याचा शरीरावरही परिणाम होतो. आज माझी पाठ आणि पाय ""आंबले"" आहेत, जणू मी जिममध्ये जाऊन आल्यासारखे."
"આ કંઈ રવિવારની ડ્રાઇવ માટે ગાડીમાં બેસીને ફરવા જેવું નથી. મારા નવા અનુભવ પ્રમાણે, આ ક્રૂઝ કરતાં એક સ્પોર્ટ જેવું વધારે છે.",हे काही एखाद्या रविवारी भटकायला जाण्यासाठी कारमध्ये बसण्यासारखे नसते. आता माझ्या नव्याने तयार झालेल्या मतानुसार ते क्रूझपेक्षा एखाद्या क्रीडाप्रकारासारखे जास्त असते.
શનિવારની શુભેચ્છા મિત્રો. 4000 ફૂટ પર તમારું સ્વાગત છે.,"शनिवार आनंदात जावो, लोकहो. 4000 फुटांवर तुमचे स्वागत आहे."
આવતીકાલે પાછા ઉપર જઈ રહ્યાં છીએ અને અમે પ્લેનને ધીમી ગતિએ ઉડાડીશું,उद्या परत वर जाणार आणि आम्ही वर स्टॉल्स आणि मंदगती उड्डाणे करणार आहोत.
"આજે હવા થોડી તોફાની હતી, પણ ખૂબ મજા આવી.અમે ધીમી ગતિએ ઉડાન ભરી. એક સમયે તો અમારી ગ્રાઉન્ડ સ્પીડ 16 માઇલ પ્રતિ કલાક જેટલી ધીમી હતી અને હવાની સ્પીડ હતી 65ની.","आज हवा खूप अस्थिर होती, पण फार मजा आली. आम्ही मंदगती उड्डाणे आणि स्टॉल्स केले. एकदा तर आमचा ग्राउंडस्पीड ताशी फक्त 16 मैल होता, तर एअरस्पीड 65 मैल होता."
"તે એક સુંદર અને સાફ દિવસ હતો, ઊંચાઈ પર થોડુંક ધુંધળાપણું હતું, પરંતુ એકંદરે દિવસ સુંદર હતો.","आज हवा छान, स्वच्छ होती, उंचावर जरासे धुके होते, तरी पण वातावरण छान होते."
ફ્લાઇટવેરનો ડેટા ટ્રૅક.,फ्लाईटअवेअर डेटा ट्रॅक.
#TeaganAir #pilot #flying #pa28 #PilotTraining,#टीगनएअर #पायलट #फ्लाइंग #पीए28 #पायलटट्रेनिंग
"આ વસ્તુ ખરેખર જીમ જવા જેવી છે. મેં આજે 2 કલાકની ઝપકી લીધી (બસ જાગ્યા પછી) કારણ કે હું શારીરિક રીતે ખૂબ જ થાકેલું અનુભવ કરું છું. મને ખૂબ દુ:ખાવો પણ થઈ રહ્યો છે, ખાસ કરીને મારા પગમાં. આજે ઘણાં બધા યોગ્ય રડર છે.","हे प्रकरण खरेच जिममध्ये गेल्यासारखे आहे. आज मी 2 तास झोप काढली (आताच उठलो आहे) कारण मी दमलो आहे, माझे अंगही आंबून गेले आहे, विशेषतः माझे पाय. आज खूपच उजवे रडर चालवावे लागले."
મને એક હૅડસેટની જરૂર છે.,मला एक हेडसेट हवा आहे.
"અરે હા, હા, એકદમ કિફાયતી ચાલશે ($699)","हो, नक्कीच, बजेटमध्ये बसणाराही चालेल ($699)"
https://www.sportys.com/lightspeed-sierra-headset.html,https://www.sportys.com/lightspeed-sierra-headset.html
ગ્રાઉન્ડ સ્કૂલની સારી શરૂઆત થઈ,ग्राउंड स्कूलची सुरुवात उत्तम झाली.
વાહ,वा!
બીજો એક,अजून एक
આમાં ફક્ત 1 પ્રશ્ન હતો,यामध्ये फक्त एक प्रश्न होता
"તેઓ નિશ્ચિતપણે તમને એવું કહેવાનું પસંદ કરે છે કે ""કદાચ અપ્રાપ્ય હોય"" એક રીતે એ કહેવું કે ""આ બકવાસ તમને મારી નાખશે""","""हे तुमचा जीव घेणार आहे"" असे म्हणण्याऐवजी ते ""हे अनरिकव्हरेबल आहे"" असे गोड शब्दांत म्हणतात"
#spins #stalls #PilotTraining #Flying #TeaganAir #GroundSchool,#spins #stalls #PilotTraining #Flying #TeaganAir #GroundSchool
"આમાં ફક્ત 2 સવાલો છે, પણ હું તે કરીશ :)","यामध्ये फक्त 2 प्रश्न होते, पण मला हे घ्यायला आवडेल. :)"
મેં પ્રથમ યુનિટનો લગભગ અડધો ભાગ વાંચી લીધો છે.,मी पहिल्या स्टडी युनिटमध्ये साधारण निम्म्यावर आहे
"જેઓ ઉત્સુક છે તે લોકો માટે, આવા કુલ 11 યુનિટ છે.","ज्यांना खरंच प्रश्न पडला आहे त्यांच्यासाठी, यामध्ये अकरा स्टडी युनिट आहेत."
#PilotTraining #Flying #TeaganAir #GroundSchool,#PilotTraining #Flying #TeaganAir #GroundSchool
વાહ ભાઈ વાહ! યુનિટ 1 પૂરું ગયું!,हुश्श! पहिले स्टडी युनिट संपले.
"મારાથી થ્રેડિંગમાં ભૂલ થઈ ગઈ, તો આ અહીં મેગા થ્રેડનો ભાગ હોવો જોઈએ","मी माझ्या थ्रेडिंगचा गुंता करून टाकला, त्यामुळे इथे हा मेगा थ्रेडचा भाग असला पाहिजे."
https://infosec.exchange/@user28/112028399268963721,https://infosec.exchange/@user28/112028399268963721
"રવિવારની શુભેચ્છા,","हॅपी संडे,"
"આજે, મેં મારી પ્રથમ ક્રોસ કન્ટ્રી ફ્લાઇટ પૂરી કરી (50 નૉટિકલ માઇલથી વધુની ઉડાન).",आज मी माझे पहिले क्रॉस कंट्री उड्डाण (50 नॉटिकल मैलांहून अधिक अंतराचे उड्डाण) पूर्ण केले.
"અમે મેસન, મિશિગનથી સ્ટર્ગિસ, મિશિગન સુધી ઉડ્યા અને પાછા આવ્યા.",आम्ही मेसन Mi ते स्टर्जिस Mi पर्यंत उड्डाण करून परत आलो.
#PilotTraining #Flying #TeaganAir #PA28 #Pilot #FlightSchool #CrossCountryFlight,#PilotTraining #Flying #TeaganAir #PA28 #Pilot #FlightSchool #CrossCountryFlight
રવિવાર ચાલુ.,रविवार पुढे सुरू.
"આ હાથ દ્વારા ઉડાવવામાં આવ્યું હતું, કોઈ ઑટો પાયલટનો ઉપયોગ નહોતો થયો.","हे उड्डाण आम्हाला स्वत:ला करावे लागले, ऑटो पायलट वापरला नाही."
#PilotTraining #Flying #TeaganAir #PA28 #Pilot #FlightSchool,#PilotTraining #Flying #TeaganAir #PA28 #Pilot #FlightSchool
રવિવાર ચાલુ:,रविवार पुढे सुरू:
ટ્રિપ માટે VFR ચાર્ટ,या ट्रीपसाठी VFR चार्ट
શનિવારની શુભેચ્છા મિત્રો!,हॅपी संडे लव्हलीज!
ગયા અઠવાડિયે હવામાન સારું નહોતું એટલે આજે અમે ફરીથી શરૂ કરી રહ્યા છીએ.,"मागील आठवड्यामध्ये हवामान फारसे चांगले नव्हते, त्यामुळे आज आम्ही परत आलो आहोत."
"પાવર ઑન સ્ટૉલ રિકવરી, પાવર ઑફ સ્ટૉલ રિકવરી, ધીમી ઉડાન, સિમ્યુલેટેડ એંજીન નિષ્ફળતા(!), પૅટર્ન કાર્ય, થોડી મદદથી 3 લેંડિંગ અને 1 ચક્કર લગાડવો.","पॉवर ऑन स्टॉल रिकव्हरी, पॉवर ऑफ स्टॉल रिकव्हरी, मंदगती उड्डाण, सिम्युलेटेड इंजीन फेल्युअर(!), पॅटर्न वर्क, थोडी मदत घेऊन 3 वेळा विमान उतरवले, आणि 1 गो अराउंड."
તેમાંથી કોઈપણ વિશે ફરિયાદ કરી શકાતી નથી ^_^,यापैकी कशाचीच तक्रार करू शकत नाही ^_^
#TeaganAir #PilotTraining #FlightSchool #Stalls #PA28 #Piper #Flying,#TeaganAir #PilotTraining #FlightSchool #Stalls #PA28 #Piper #Flying
શનિવારથી ચાલુ:,शनिवार पुढे सुरू:
ધ ફ્લાઇટવેર ટ્રૅક,फ्लाईटअवेअर ट्रॅक
"મારા વહાલાં ભાઈઓ તથા બહેનો,","लव्हलीज ॲंड जंटल लव्हलीज,"
આ એક વ્યસ્ત વીકએન્ડ રહ્યો છે.,हा वीकेंड फार धावपळीत गेला.
🚨 બ્રેકિંગ ન્યૂઝ:,🚨 ब्रेकिंग न्यूज:
ટીગને આજે પોતાની જાતે એરપ્લેન ઉતાર્યું!,आज टीगनने केवळ एकटीने विमान खाली उतरवले!
"આ ફોટા શનિવારના છે, જે દિવસે અમારી છેલ્લી લેન્ડિંગ બાદ પંચરવાળા ટાયર સાથે દિવસ પૂર્ણ થયો.","हे फोटो शनिवारचे आहेत, आम्ही शेवटी विमान उतरवले तेव्हा एक टायर पंक्चर झा॒ले होते."
#TeaganAir #FlightTraining #Flying #PilotTraining #FlightSchool #PA28,#TeaganAir #FlightTraining #Flying #PilotTraining #FlightSchool #PA28
પંચરવાળું ટાયર અને નાદાન છોકરી,पंक्चर झालेले टायर आणि अभ्यासू मुलगी
"હું એક પ્રોજેક્ટ માટે ટેઇલવિન્ડનો ઉપયોગ કરું છું, મજબૂરીમાં",खरंतर माझी इच्छा नाही पण तरीही या प्रोजेक्टसाठी मी टेलविंड वापरत आहे.
પ્રામાણિકપણે કહું તો css શીખવું આના કરતાં સરળ હશે એવું લાગે છે,"खरं सांगायचं तर, css शिकणे हे तसे सोपे वाटते"
આ બસ થોડું ખરાબ છે,पण ते तसं नाहीये
સાચું કહું તો મારે આના વિશે વાત કરવાનું બંધ કરવું જોઈએ પણ આ ટેલવિંડ ઘટક લાઇબ્રેરી એ બતાવે છે કે ડિફૉલ્ટ ટેલવિંડ સેટઅપ કેટલું ખરાબ છે અને મને તેનાથી ખૂબ જ હસવું આવે છે,"tbh मी याबद्दल बढाई मारणे खरंतर थांबवले पाहिजे पण ही टेलविंट कँपोनंट लायब्ररी दाखवत आहे की डिफॉल्ट टेलविंड सेटअप किती वाईट आहे, हे मला विनोदी वाटते"
શું તમે જાણો છો કે સિમેન્ટિક ક્લાસ નામો કોના હોય છે? css અને ક્લાસ નામો જ હોય ને,सिमँटिक क्लास नेम्स कशाला असतात हे माहीत आहे का? css आणि क्लास नेम्स
એના માટે કોઈ લાઇબ્રેરી કે બીજી કોઈ વસ્તુની જરૂર નથી.,त्यासाठी लायब्ररी किंवा अजून काही लागणारसुद्धा नाही.
જોક તેમની મેળે લખાય છે,हे विनोद आपोआप तयार होत आहेत.
"""આ બે લાઇબ્રેરી અને એક બિલ્ડ ટૂલનો ઉપયોગ કરીને સરળ, સિમેન્ટિક ક્લાસ મેળવો""","""या दोन लायब्ररी आणि बिल्ड टूल वापरून साधे सिमँटिक क्लास सुलभपणे मिळवा"""
"હમણાં આવું, બોસ, ફકરાનુંનું પૅડિંગ સેટ કરું છું.","""brb, बॉस. परिच्छेदावरील पॅडिंग अपडेट करत आहे"""
@user47 નહીંઈઈઈ 🤣,@user47 noooooOOOOooOoOooooo 🤣
"આ શું છે, બૂટસ્ટ્રેપ?!","हे काय आहे, बूटस्ट्रॅप?!"
@user48 ટેઇલવિન્ડ કરતાં બુટસ્ટ્રેપ ઘણું સારું રહેશે.,@user48 बूटस्ट्रॅप हा टेलविंडवरचा उत्तम उतारा आहे
હું આ મહિને 100k મીટરનું લક્ષ્ય રાખ્યું હતું અને હું ત્યાં સુધી પહોંચી જઈશ.,या महिन्यात मी 100k साठी प्रयत्न करत होते आणि मला तिथे पोचता येऊ शकेल.
હવે મને આશ્ચર્ય થાય છે કે 2024માં લાખો મીટર શક્ય હશે? 🤔 #peloton,आता मला 2024 मध्ये दहा लाख मीटर शक्य होतील का असा प्रश्न पडला आहे. 🤔 #peloton
🙌,🙌
"હા, દસ લાખનું લક્ષ્ય છે. જ્યારે એને ટ્રૅક કરવા માટે સ્પ્રેડશીટ હોય ત્યારે સમજવું કે એ મહત્વપૂર્ણ લક્ષ્ય છે. વધુ એક મહિનો પૂરો થયો અને હું હજી પણ શેડ્યૂલ કરતાં આગળ છું. #rowing #peloton",होय तर. दहा लाखांसाठी प्रयत्न सुरू आहेत. ध्येयाचा माग ठेवण्यासाठी समोर एखादे स्प्रेडशीट असेल तर ते ध्येय सत्यात उतरते. अजून एक महिना सरला आहे आणि मी माझ्या शेड्यूलपेक्षा पुढे आहे.  #rowing #peloton
"એક વર્ષની એક ચતુર્થાંશ અપડેટ... સારું છે, આગળ પ્રગતિ સારી છે!",वर्षभराच्या अपडेटमधील पाव भाग पूर्ण झाला.... ध्येयापेक्षा खूप पुढे!
@user20 તો દરરોજ તમે ઓછામાં ઓછું 2.8 કિલોમીટર રોઇંગ કરો છો? શું તે એર્ગોમીટર પર છે કે પાણીમાં?,@user20 म्हणजे दररोज तुम्ही कमीत कमी 2.8 किमी वल्हवता? हे अर्गवर आहे की पाण्यावर?
"@user21 હું અઠવાડિયાના દિવસોમાં (સોમ-શુક્ર) જ રોઇંગ કરું છું, તેથી અત્યાર સુધી મેં સરેરશ 5000/અઠવાડિયાના દિવસ કરતા થોડું વધુ રોઇંગ કર્યું છે. હું તેને અલગ-અલગ રીતે વિભાજીત કરું છું. એર્ગોમીટર પર.","@user21 मी फक्त सोमवार ते शुक्रवार वल्हवतो, त्यामुळे मी सरासरी प्रत्येक आठवड्यात 5/K वल्हवतो. त्याचा ब्रेक अप मी वेगवेगळ्या पद्धतींनी करतो. ERG वर."
મારી વાડ મોટી થઈ રહી છે.,माझे हेजेस खूप मोठे झाले आहेत.
"હવે એ ઘણી મોટી મોટા થઈ ગઈ છે, હાહાહા","आता तर ते प्रचंड झालेत, lol"
નવું ઓલ ટાઈમ હાઈ. મને ખબર છે આનો અર્થ શું છે..,नवीन ॲथ. मला माहीत आहे त्याचा अर्थ काय ते.
"રોકડ પર સ્વિચ કરો, વધુ માર્જિન નથી.","कॅश सुरू करा, आता मार्जिन अजिबात नाही."
ચાલો નવા વર્ષનું પહેલું અઠવાડિયું બગાડીએ.,नव्या वर्षाचा पहिला आठवडा बुडवू या.
📉,📉
lfg $sqqq,lfg $sqqq
lfg $tslq હાહાહા,lfg $tslq lol
વાહ!! હાહાહા,waaaaahoooo!! lol
"ચાલો કોઈને નહીં ખબર પડે, $3.74 પર શરૂઆત કરીએ","कम ऑन नॉक, $3.74, चला पुढे."
વાહ x 2,waahoo x 2
જ્યારે $big 4.25-.35 પર હોય,जेव्हा आत तेव्हा $big 4.25-.35
"મને હજી પણ વધુ મળશે, હાહાહા","मलाही जास्त मिळतील, lol"
યીઈઈઈ!,वाह!
"$sqqq અહીં આવો. મારી બૅગ ખૂબ મોટી થઈ રહી છે, હાહાહા",$sqqq कम ऑन. माझी बॅग मोठी झाली आहे lol
એલોન મસ્કને પૈસાનું નુકસાન થાય તેનાથી વધુ ખુશી મને બીજી કોઈ વાતથી નથી થતી. $tslq,एलॉन मस्कने पैसे गमावले की मला प्रचंड आनंद होतो.  $tslq
"મને આશ્ચર્ય છે કે જો હું ઉલ્લેખ કરુ કે મારી પાસે આનો મોટો બૅગ છે તો શું twitterને સસ્પેન્ડ કરવામાં આવશે, હાહાહા",माझ्याकडे त्याची एक भलीमोठी बॅग आहे असं जर मी म्हटलं तर कदाचित Twitter वरून मला निलंबित केले जाईल की काय lol
https://www.issmmbeatenyet.com/,https://www.issmmbeatenyet.com/
"દેખીતી રીતે ત્યાં ફક્ત બે લેવલ હતા જે ઓરિજનલ Super Mario Makerમાં પાર કરવામાં આવ્યાં નથી, હાહાહા","असे म्हणतात की, मूळ Super Mario Maker मध्ये फक्त दोनच लेव्हल आतापर्यंत पार केल्या नाहीत lol"
"એડિટ: હવે 1 પર આવી ગયું છે. બસ ""ટ્રિમિંગ ધ હર્બ્સ"" એ છોડ્યું અને હે ભગવાન, મને ખરેખર નહોતી ખબર કે શું કોઈપણ વ્યક્તિ તેને વૈધ રીતે હરાવી શકશે. તે એક વિચિત્ર લેવલ છે.","एडिट: आता एकच लेव्हल शिल्लक आहे. ""ट्रिमिंग द हर्ब्ज"" ही लेव्हल उरली आहे, आणि खरंच ही लेव्हल कुणी वैधरीत्या पार करू शकेल का हे मला माहीत नाही. ही लेव्हल एकदम विचित्र आहे."
"અંતિમ એડિટ: તે લેવલ એક ટૂલ આસિસ્ટેડ અપલોડ નીકળ્યું, જેના વિશે તે સમયે કોઈએ નહોતું વિચાર્યું કે આ સંભવ છે, પરંતુ દેખીતી રીતે તે છે! પરંતુ લોકોએ હજી પણ દૃઢતા દેખાડી અને અંતે તે સૌથી બહેતર બન્યું! https://fgc.network/objects/0f1b42c6-cbb1-49bb-91f5-db81bc71ea14","फायनल एडिट: ही लेव्हल म्हणजे टूल असिस्टेड अपलोड होते असे लक्षात आले, आणि त्यावेळी ही लेव्हल पास करणे शक्य आहे असे कोणालाही वाटले नाही, पण ते आता शक्य झाले असे दिसते! पण लोकांनी तरीही चिकाटी सोडली नाही आणि ही लेव्हल सुटली! https://fgc.network/objects/0f1b42c6-cbb1-49bb-91f5-db81bc71ea14"
"કેટલાક સ્પષ્ટ પ્રયત્નોને જોઉં છું અને જેમ કે.. એક એવા વ્યક્તિના રૂપમાં કે જેણે ઘણી વખત Marioની મુશ્કેલ ગેમ રમી છે, બાકી બધુંં એકબાજુએ મૂકીને, ટ્રિમિંગ ધ હર્બ્સ (છેલ્લું લેવલ બાકી)પાર કરવું અત્યંત મુશ્કેલ લાગે છે.","मी काही छान प्रयत्न केलेले पाहत आहे आणि... बर्‍यापैकी कठीण मारिओ गेम खेळलेली व्यक्ती म्हणून इतर काहीही असले तरीही, ही (शेवटची लेव्हल) ट्रिमिंग द हर्ब्ज मला एकदम गळपटवून टाकणारी लेव्हल वाटली."
"અને એ ખબર પડી કે આ ફક્ત છેવટે TASની સાથે અપલોડ કરવામાં આવ્યું હતું, તેથી હવે તેને ગણતરીમાં લેવામાં આવતું નથી અને તેમણે જીતની ઘોષણા કરી. સાચું કહું તો આ કેટલીક હદે નિરાશાજનક છે, પરંતુ તે લોકોને GG કે જેમણે દરેક વસ્તુને તે પોઇન્ટ સુધી પહોંચાડી!","आणि आता हे लक्षात आले आहे की, ही लेव्हल TAS सोबत अपलोड केली होती. म्हणजे, अखेरीस ती आता मोजलीच जात नाही आणि त्यांनी आता विजय जाहीर केला आहे. tbh हे जरासे अपेक्षाभंग करणारे आहे, पण तोपर्यंत ज्या लोकांनी हे सर्व सोडवले त्यांनी मस्त गेम खेळला आहे!"
Super Mario Maker 1ને શ્રદ્ધાંજલિ,"तुला चिरविश्रांती मिळो, सुपर मारिओ मेकर 1"
https://twitter.com/Ahoyoo_Twitch/status/1771286936944099483,https://twitter.com/Ahoyoo_Twitch/status/1771286936944099483
https://fgc.network/objects/0f1b42c6-cbb1-49bb-91f5-db81bc71ea14,https://fgc.network/objects/0f1b42c6-cbb1-49bb-91f5-db81bc71ea14
અને વાયરની એકદમ નીચે મૂળ રૂપે કોઈએ વાસ્તવમાં ટ્રીમિંગ દ હર્બ્સને હરાવ્યું! ખરેખર પ્રભાવશાળી.,आणि कोणीतरी अगदी नेमक्या वेळेमध्ये जाऊन ट्रिमिंग द हर्ब्ज लेव्हल पार केली आहे! हे खरंच कौतुकास्पद आहे.
@user1 મને વિશ્વાસ નથી થતો કે જે લેવલ આટલું અઘરું હતું અને તેને પૂર્ણ થવામાં આટલો સમય લાગ્યો તે ફ્ક્ત 17 સેકંડ લાબું હતું!,"@user1 जी लेव्हल पार करण्यासाठी इतकी कठीण वाटत होती, ती सोडवायला फक्त 17 सेकंद लागले यावर माझा विश्वासच बसत नाहीये."
"ઠીક છે, ચાલો જઈએ!","ऑलराइट, चलो!"
"લસણ સારું પ્રદર્શન કરી રહ્યું છે (ઓછામાં ઓછી સોફ્ટ નેક, કોઈ કારણસર હાર્ડ નેક ખૂબ વધુ પાતળી છે)","लसूण छान उगवली आहे (किमान सॉफ्ट नेक, याची हार्ड नेक का कुणास ठाऊक पण बरीच किडकिडीत आहे)"
આ વર્ષનો બીયાનો ઓર્ડર,यावर्षीसाठी बियाण्यांसाठी ऑर्डर
મારું ખેતર ખેડો,अमुच्या शेतांची नांगरणी
"ટમેટા અંકુરિત થઈ રહ્યાં છે. મને ડર લાગ્યો હતો કે તે વધુ લાંબા થઈ જશે તેથી મેં લોંગ ગ્રો લાઇટ્સનો $50નો સેટ ખરીદ્યો, પરંતુ મને લાગે છે કે હું તે ટેરી પ્રાશેટ બૂટ્સની જેમ કરું છું જ્યાં મારે સસ્તા વિકલ્પોના બદલે બસ એક રીયલ ગ્રો લાઇટ ખરીદવી જોઈતી હતી","टोमॅटोना अजून कोंब येत आहेत. मला चिंता होती की, ते जमिनीवर पसरत जातील म्हणून मी $50 चा लाँग ग्रो लाइटचा सेट आणला. मला असं वाटतं की मी त्या टेरी प्रेचेटच्या बूट थेअरीप्रमाणे वागत आहे. मी स्वस्त पर्यायांऐवजी सरळ एक खरा ग्रो लाइट विकत घ्यायला हवा होता"
તેને જોવું ખૂબ ગમે છે!,हे खूप मस्त दिसत आहे!
રેબિટ ફેન્સ મૂકવાનું કામ સમાપ્ત થયું. તેને 6 ઇંચ જમીનમાં ઉતારી છે. મને પૂરી આશા છે કે તેનાથી સસલા બહાર નહીં આવે,सशांसाठी जाळी बसवून झाली. जमिनीमध्ये हे सहा इंच रुतवले आहेत. मला वाटतं की आता यामुळे ससे आत येऊ शकणार नाहीत
